;City;Year;Thermal_stress;size
1954;Санкт-Перербург;1996;strong cold stress;12
1955;Санкт-Перербург;1996;moderate cold stress;32
1956;Санкт-Перербург;1996;slight cold stress;29
1957;Санкт-Перербург;1996;no thermal stress;38
1958;Санкт-Перербург;1996;slight heat stress;34
1959;Санкт-Перербург;1996;moderate heat stress;2
1960;Санкт-Перербург;1996;strong heat stress;0
1961;Санкт-Перербург;1996;extreme heat stress;0
1962;Санкт-Перербург;1997;extreme cold stress;9
1963;Санкт-Перербург;1997;strong cold stress;15
1964;Санкт-Перербург;1997;moderate cold stress;21
1965;Санкт-Перербург;1997;slight cold stress;29
1966;Санкт-Перербург;1997;no thermal stress;23
1967;Санкт-Перербург;1997;slight heat stress;39
1968;Санкт-Перербург;1997;moderate heat stress;17
1969;Санкт-Перербург;1997;strong heat stress;0
1970;Санкт-Перербург;1997;extreme heat stress;0
1971;Санкт-Перербург;1998;extreme cold stress;3
1972;Санкт-Перербург;1998;strong cold stress;10
1973;Санкт-Перербург;1998;moderate cold stress;29
1974;Санкт-Перербург;1998;slight cold stress;45
1975;Санкт-Перербург;1998;no thermal stress;34
1976;Санкт-Перербург;1998;slight heat stress;26
1977;Санкт-Перербург;1998;moderate heat stress;5
1978;Санкт-Перербург;1998;strong heat stress;1
1979;Санкт-Перербург;1998;extreme heat stress;0
1980;Санкт-Перербург;1999;extreme cold stress;7
1981;Санкт-Перербург;1999;strong cold stress;7
1982;Санкт-Перербург;1999;moderate cold stress;25
1983;Санкт-Перербург;1999;slight cold stress;26
1984;Санкт-Перербург;1999;no thermal stress;35
1985;Санкт-Перербург;1999;slight heat stress;26
1986;Санкт-Перербург;1999;moderate heat stress;26
1987;Санкт-Перербург;1999;strong heat stress;1
1988;Санкт-Перербург;1999;extreme heat stress;0
1989;Санкт-Перербург;2000;extreme cold stress;3
1990;Санкт-Перербург;2000;strong cold stress;9
1991;Санкт-Перербург;2000;moderate cold stress;34
1992;Санкт-Перербург;2000;slight cold stress;31
1993;Санкт-Перербург;2000;no thermal stress;44
1994;Санкт-Перербург;2000;slight heat stress;26
1995;Санкт-Перербург;2000;moderate heat stress;6
1996;Санкт-Перербург;2000;strong heat stress;0
1997;Санкт-Перербург;2000;extreme heat stress;0
1998;Санкт-Перербург;2001;extreme cold stress;3
1999;Санкт-Перербург;2001;strong cold stress;11
2000;Санкт-Перербург;2001;moderate cold stress;16
2001;Санкт-Перербург;2001;slight cold stress;45
2002;Санкт-Перербург;2001;no thermal stress;40
2003;Санкт-Перербург;2001;slight heat stress;23
2004;Санкт-Перербург;2001;moderate heat stress;14
2005;Санкт-Перербург;2001;strong heat stress;1
2006;Санкт-Перербург;2001;extreme heat stress;0
2007;Санкт-Перербург;2002;extreme cold stress;4
2008;Санкт-Перербург;2002;strong cold stress;10
2009;Санкт-Перербург;2002;moderate cold stress;12
2010;Санкт-Перербург;2002;slight cold stress;26
2011;Санкт-Перербург;2002;no thermal stress;43
2012;Санкт-Перербург;2002;slight heat stress;42
2013;Санкт-Перербург;2002;moderate heat stress;14
2014;Санкт-Перербург;2002;strong heat stress;2
2015;Санкт-Перербург;2002;extreme heat stress;0
2016;Санкт-Перербург;2003;extreme cold stress;2
2017;Санкт-Перербург;2003;strong cold stress;5
2018;Санкт-Перербург;2003;moderate cold stress;33
2019;Санкт-Перербург;2003;slight cold stress;47
2020;Санкт-Перербург;2003;no thermal stress;30
2021;Санкт-Перербург;2003;slight heat stress;20
2022;Санкт-Перербург;2003;moderate heat stress;16
2023;Санкт-Перербург;2003;strong heat stress;0
2024;Санкт-Перербург;2003;extreme heat stress;0
2025;Санкт-Перербург;2004;extreme cold stress;1
2026;Санкт-Перербург;2004;strong cold stress;6
2027;Санкт-Перербург;2004;moderate cold stress;31
2028;Санкт-Перербург;2004;slight cold stress;42
2029;Санкт-Перербург;2004;no thermal stress;32
2030;Санкт-Перербург;2004;slight heat stress;34
2031;Санкт-Перербург;2004;moderate heat stress;7
2032;Санкт-Перербург;2004;strong heat stress;0
2033;Санкт-Перербург;2004;extreme heat stress;0
2034;Санкт-Перербург;2005;extreme cold stress;1
2035;Санкт-Перербург;2005;strong cold stress;8
2036;Санкт-Перербург;2005;moderate cold stress;18
2037;Санкт-Перербург;2005;slight cold stress;52
2038;Санкт-Перербург;2005;no thermal stress;31
2039;Санкт-Перербург;2005;slight heat stress;34
2040;Санкт-Перербург;2005;moderate heat stress;8
2041;Санкт-Перербург;2005;strong heat stress;1
2042;Санкт-Перербург;2005;extreme heat stress;0
2043;Санкт-Перербург;2006;extreme cold stress;0
2044;Санкт-Перербург;2006;strong cold stress;4
2045;Санкт-Перербург;2006;moderate cold stress;16
2046;Санкт-Перербург;2006;slight cold stress;46
2047;Санкт-Перербург;2006;no thermal stress;41
2048;Санкт-Перербург;2006;slight heat stress;31
2049;Санкт-Перербург;2006;moderate heat stress;12
2050;Санкт-Перербург;2006;strong heat stress;3
2051;Санкт-Перербург;2006;extreme heat stress;0
2052;Санкт-Перербург;2007;extreme cold stress;2
2053;Санкт-Перербург;2007;strong cold stress;9
2054;Санкт-Перербург;2007;moderate cold stress;23
2055;Санкт-Перербург;2007;slight cold stress;33
2056;Санкт-Перербург;2007;no thermal stress;36
2057;Санкт-Перербург;2007;slight heat stress;35
2058;Санкт-Перербург;2007;moderate heat stress;13
2059;Санкт-Перербург;2007;strong heat stress;2
2060;Санкт-Перербург;2007;extreme heat stress;0
2061;Санкт-Перербург;2008;extreme cold stress;1
2062;Санкт-Перербург;2008;strong cold stress;13
2063;Санкт-Перербург;2008;moderate cold stress;26
2064;Санкт-Перербург;2008;slight cold stress;52
2065;Санкт-Перербург;2008;no thermal stress;38
2066;Санкт-Перербург;2008;slight heat stress;20
2067;Санкт-Перербург;2008;moderate heat stress;2
2068;Санкт-Перербург;2008;strong heat stress;1
2069;Санкт-Перербург;2008;extreme heat stress;0
2070;Санкт-Перербург;2009;extreme cold stress;1
2071;Санкт-Перербург;2009;strong cold stress;7
2072;Санкт-Перербург;2009;moderate cold stress;19
2073;Санкт-Перербург;2009;slight cold stress;48
2074;Санкт-Перербург;2009;no thermal stress;44
2075;Санкт-Перербург;2009;slight heat stress;28
2076;Санкт-Перербург;2009;moderate heat stress;6
2077;Санкт-Перербург;2009;strong heat stress;0
2078;Санкт-Перербург;2009;extreme heat stress;0
2079;Санкт-Перербург;2010;extreme cold stress;1
2080;Санкт-Перербург;2010;strong cold stress;9
2081;Санкт-Перербург;2010;moderate cold stress;23
2082;Санкт-Перербург;2010;slight cold stress;28
2083;Санкт-Перербург;2010;no thermal stress;29
2084;Санкт-Перербург;2010;slight heat stress;26
2085;Санкт-Перербург;2010;moderate heat stress;21
2086;Санкт-Перербург;2010;strong heat stress;16
2087;Санкт-Перербург;2010;extreme heat stress;0
2088;Санкт-Перербург;2011;extreme cold stress;3
2089;Санкт-Перербург;2011;strong cold stress;6
2090;Санкт-Перербург;2011;moderate cold stress;24
2091;Санкт-Перербург;2011;slight cold stress;33
2092;Санкт-Перербург;2011;no thermal stress;35
2093;Санкт-Перербург;2011;slight heat stress;34
2094;Санкт-Перербург;2011;moderate heat stress;15
2095;Санкт-Перербург;2011;strong heat stress;3
2096;Санкт-Перербург;2011;extreme heat stress;0
2097;Санкт-Перербург;2012;extreme cold stress;0
2098;Санкт-Перербург;2012;strong cold stress;7
2099;Санкт-Перербург;2012;moderate cold stress;27
2100;Санкт-Перербург;2012;slight cold stress;45
2101;Санкт-Перербург;2012;no thermal stress;45
2102;Санкт-Перербург;2012;slight heat stress;22
2103;Санкт-Перербург;2012;moderate heat stress;7
2104;Санкт-Перербург;2012;strong heat stress;0
2105;Санкт-Перербург;2012;extreme heat stress;0
2106;Санкт-Перербург;2013;extreme cold stress;4
2107;Санкт-Перербург;2013;strong cold stress;4
2108;Санкт-Перербург;2013;moderate cold stress;7
2109;Санкт-Перербург;2013;slight cold stress;34
2110;Санкт-Перербург;2013;no thermal stress;53
2111;Санкт-Перербург;2013;slight heat stress;31
2112;Санкт-Перербург;2013;moderate heat stress;20
2113;Санкт-Перербург;2013;strong heat stress;0
2114;Санкт-Перербург;2013;extreme heat stress;0
2115;Санкт-Перербург;2014;extreme cold stress;3
2116;Санкт-Перербург;2014;strong cold stress;10
2117;Санкт-Перербург;2014;moderate cold stress;17
2118;Санкт-Перербург;2014;slight cold stress;40
2119;Санкт-Перербург;2014;no thermal stress;30
2120;Санкт-Перербург;2014;slight heat stress;24
2121;Санкт-Перербург;2014;moderate heat stress;28
2122;Санкт-Перербург;2014;strong heat stress;1
2123;Санкт-Перербург;2014;extreme heat stress;0
2124;Санкт-Перербург;2015;extreme cold stress;0
2125;Санкт-Перербург;2015;strong cold stress;4
2126;Санкт-Перербург;2015;moderate cold stress;22
2127;Санкт-Перербург;2015;slight cold stress;54
2128;Санкт-Перербург;2015;no thermal stress;40
2129;Санкт-Перербург;2015;slight heat stress;31
2130;Санкт-Перербург;2015;moderate heat stress;2
2131;Санкт-Перербург;2015;strong heat stress;0
2132;Санкт-Перербург;2015;extreme heat stress;0
2133;Санкт-Перербург;2016;extreme cold stress;1
2134;Санкт-Перербург;2016;strong cold stress;4
2135;Санкт-Перербург;2016;moderate cold stress;26
2136;Санкт-Перербург;2016;slight cold stress;43
2137;Санкт-Перербург;2016;no thermal stress;37
2138;Санкт-Перербург;2016;slight heat stress;31
2139;Санкт-Перербург;2016;moderate heat stress;11
2140;Санкт-Перербург;2016;strong heat stress;0
2141;Санкт-Перербург;2016;extreme heat stress;0
2142;Санкт-Перербург;2017;extreme cold stress;4
2143;Санкт-Перербург;2017;strong cold stress;9
2144;Санкт-Перербург;2017;moderate cold stress;31
2145;Санкт-Перербург;2017;slight cold stress;50
2146;Санкт-Перербург;2017;no thermal stress;36
2147;Санкт-Перербург;2017;slight heat stress;20
2148;Санкт-Перербург;2017;moderate heat stress;3
2149;Санкт-Перербург;2017;strong heat stress;0
2150;Санкт-Перербург;2017;extreme heat stress;0
2151;Санкт-Перербург;2018;extreme cold stress;3
2152;Санкт-Перербург;2018;strong cold stress;5
2153;Санкт-Перербург;2018;moderate cold stress;15
2154;Санкт-Перербург;2018;slight cold stress;28
2155;Санкт-Перербург;2018;no thermal stress;43
2156;Санкт-Перербург;2018;slight heat stress;37
2157;Санкт-Перербург;2018;moderate heat stress;21
2158;Санкт-Перербург;2018;strong heat stress;1
2159;Санкт-Перербург;2018;extreme heat stress;0
